area_id,latitude,longitude
E02001868,52.49754,-1.80953
E02001869,52.49512,-1.87218
E02001870,52.49564,-1.82711
E02001871,52.49751,-1.78814
E02001872,52.49669,-1.76831
E02001873,52.49603,-1.93107
E02001874,52.49507,-1.84696
E02001875,52.49517,-1.91012
E02001876,52.48859,-1.89327
E02001877,52.48897,-1.84681
E02001878,52.48705,-1.85953
E02001879,52.48664,-1.94223
E02001880,52.48558,-1.79356
E02001881,52.48493,-1.82671
E02001882,52.48252,-1.80742
E02001883,52.4817,-1.77075
E02001884,52.48212,-1.84548
E02001886,52.47909,-1.95616
E02001888,52.47435,-1.78934
E02001889,52.47294,-1.83943
E02001890,52.4728,-1.94012
E02001892,52.47132,-1.82371
E02001893,52.47092,-1.80919
E02001895,52.46658,-1.77737
E02001896,52.46779,-1.85278
E02001897,52.46657,-1.87618
E02001898,52.46579,-1.79479
E02001899,52.46349,-1.97099
E02001900,52.4626,-1.90488
E02001901,52.46032,-1.95399
E02001902,52.45984,-1.80538
E02001903,52.46007,-1.86901
E02001904,52.46112,-1.82565
E02001905,52.45856,-1.92336
E02001906,52.45776,-1.99738
E02001907,52.45647,-1.77725
E02001908,52.45588,-1.8644
E02001909,52.45593,-1.87845
E02001910,52.45622,-1.88714
E02001911,52.45561,-1.98031
E02001913,52.45092,-1.95026
E02001914,52.45287,-1.89732
E02001915,52.45004,-1.81702
E02001916,52.44785,-1.83795
E02001918,52.44688,-1.88704
E02001919,52.44581,-1.87351
E02001920,52.44484,-1.99599
E02001921,52.44464,-1.96722
E02001922,52.44235,-1.93193
E02001923,52.44065,-1.85297
E02001924,52.43701,-1.8361
E02001925,52.43768,-1.94828
E02001926,52.43601,-1.92186
E02001927,52.43524,-1.97183
E02001928,52.43515,-2.00859
E02001929,52.4346,-1.82314
E02001930,52.43364,-1.8903
E02001931,52.42969,-1.85865
E02001932,52.42919,-1.98531
E02001933,52.42862,-1.91075
E02001934,52.42699,-1.83967
E02001935,52.42569,-1.96845
E02001936,52.42442,-1.89796
E02001937,52.42366,-1.87207
E02001938,52.42415,-1.9276
E02001939,52.42397,-1.9533
E02001941,52.4163,-1.86086
E02001942,52.41573,-1.94206
E02001943,52.41571,-1.88282
E02001944,52.41465,-1.90577
E02001945,52.41304,-1.98649
E02001946,52.411,-1.96354
E02001947,52.40656,-1.89703
E02001948,52.4068,-1.87712
E02001949,52.40608,-1.92124
E02001950,52.40348,-1.97931
E02001951,52.40365,-2.01561
E02001952,52.40209,-1.96106
E02001953,52.40114,-1.94591
E02001954,52.39666,-1.93508
E02001955,52.39376,-1.99382
E02001956,52.39325,-2.00768
E02001957,52.3923,-1.96906
E02001958,52.45077,-1.48282
E02001959,52.447,-1.51972
E02001961,52.43858,-1.47595
E02001962,52.43866,-1.48818
E02001963,52.43807,-1.52844
E02001964,52.43631,-1.46189
E02001965,52.43349,-1.44582
E02001966,52.43252,-1.49983
E02001967,52.43173,-1.56327
E02001968,52.43061,-1.51445
E02001969,52.42601,-1.5228
E02001970,52.42534,-1.46575
E02001971,52.42596,-1.53212
E02001972,52.42402,-1.49639
E02001973,52.42231,-1.48031
E02001974,52.41863,-1.53892
E02001975,52.41629,-1.46185
E02001976,52.41523,-1.44744
E02001977,52.41714,-1.51669
E02001978,52.41614,-1.47472
E02001979,52.41551,-1.55741
E02001980,52.41533,-1.57218
E02001981,52.41401,-1.49532
E02001982,52.41286,-1.59666
E02001983,52.40878,-1.54874
E02001984,52.40597,-1.47306
E02001985,52.40573,-1.49306
E02001986,52.40586,-1.58103
E02001987,52.40504,-1.53167
E02001988,52.40586,-1.51344
E02001989,52.40271,-1.56544
E02001990,52.40186,-1.44663
E02001991,52.39763,-1.53252
E02001992,52.39427,-1.46096
E02001993,52.394,-1.57587
E02001994,52.39254,-1.50458
E02001995,52.39717,-1.48465
E02001996,52.38611,-1.46406
E02001997,52.38217,-1.50954
E02001998,52.38225,-1.5248
E02001999,52.38262,-1.55118
E02002000,52.5459,-2.07961
E02002001,52.54458,-2.11816
E02002002,52.54159,-2.13078
E02002003,52.53934,-2.09534
E02002004,52.53061,-2.10855
E02002005,52.52276,-2.08926
E02002006,52.52281,-2.12027
E02002007,52.52086,-2.13406
E02002008,52.51698,-2.10942
E02002009,52.50907,-2.06721
E02002010,52.51006,-2.09571
E02002011,52.50515,-2.16618
E02002012,52.50474,-2.11292
E02002013,52.50311,-2.17957
E02002014,52.50182,-2.07595
E02002015,52.49837,-2.14535
E02002016,52.49332,-2.12895
E02002017,52.48984,-2.07704
E02002018,52.48993,-2.16746
E02002019,52.48435,-2.08675
E02002020,52.48406,-2.15824
E02002021,52.48233,-2.12583
E02002022,52.47559,-2.14497
E02002023,52.47525,-2.16631
E02002024,52.47373,-2.10061
E02002025,52.47074,-2.03191
E02002026,52.46967,-2.12011
E02002027,52.46709,-2.1349
E02002028,52.46467,-2.1651
E02002029,52.46433,-2.02398
E02002030,52.46181,-2.14112
E02002031,52.45927,-2.1027
E02002032,52.4581,-2.08303
E02002033,52.456,-2.06116
E02002034,52.45579,-2.15283
E02002035,52.45292,-2.02091
E02002036,52.45153,-2.11236
E02002037,52.4503,-2.16599
E02002038,52.44697,-2.05585
E02002039,52.4471,-2.13351
E02002040,52.44419,-2.15346
E02002041,52.44197,-2.12201
E02002042,52.44204,-2.07483
E02002043,52.56139,-2.0154
E02002044,52.5574,-1.9643
E02002045,52.55609,-2.00076
E02002046,52.55193,-1.99085
E02002047,52.55273,-2.02249
E02002048,52.55072,-1.9368
E02002049,52.54508,-2.06248
E02002051,52.54089,-2.04563
E02002052,52.53868,-1.9963
E02002053,52.54042,-1.93642
E02002054,52.5391,-1.94748
E02002055,52.53898,-2.01354
E02002056,52.53749,-2.06156
E02002057,52.52689,-2.06368
E02002058,52.5271,-2.04218
E02002059,52.5266,-1.99353
E02002060,52.52101,-2.01408
E02002061,52.51734,-2.00317
E02002062,52.51226,-1.98834
E02002063,52.51241,-2.04152
E02002064,52.5041,-2.04512
E02002065,52.49856,-1.97933
E02002066,52.4952,-2.00012
E02002067,52.49163,-2.0605
E02002069,52.4891,-2.03111
E02002070,52.48894,-1.9716
E02002071,52.48634,-2.04337
E02002072,52.48616,-2.01185
E02002073,52.48546,-1.98513
E02002074,52.48143,-1.99696
E02002075,52.47827,-2.04131
E02002076,52.47684,-1.97438
E02002077,52.47389,-2.06547
E02002078,52.47096,-1.99264
E02002079,52.46897,-2.00619
E02002080,52.46861,-2.07346
E02002081,52.50666,-1.77957
E02002082,52.50731,-1.75235
E02002083,52.50534,-1.76406
E02002084,52.49869,-1.74622
E02002085,52.49094,-1.75248
E02002086,52.48114,-1.73881
E02002087,52.4792,-1.75248
E02002088,52.47671,-1.72943
E02002089,52.46815,-1.74566
E02002090,52.45092,-1.79702
E02002091,52.44576,-1.77549
E02002092,52.4416,-1.7916
E02002093,52.43592,-1.81118
E02002094,52.42988,-1.80116
E02002095,52.4282,-1.76435
E02002096,52.4222,-1.77915
E02002097,52.42912,-1.65643
E02002098,52.41296,-1.8193
E02002099,52.41343,-1.79319
E02002101,52.40582,-1.85496
E02002102,52.40248,-1.80945
E02002103,52.40056,-1.83092
E02002104,52.39995,-1.78337
E02002105,52.39009,-1.64999
E02002106,52.38945,-1.74281
E02002107,52.38869,-1.79127
E02002108,52.37749,-1.75728
E02002109,52.38267,-1.8321
E02002110,52.64766,-1.94117
E02002111,52.64884,-1.92586
E02002112,52.63335,-1.97094
E02002113,52.63291,-1.92711
E02002114,52.62449,-1.97016
E02002115,52.62391,-1.99343
E02002116,52.62373,-1.91764
E02002117,52.62127,-2.00972
E02002118,52.62196,-2.01928
E02002119,52.61812,-1.95363
E02002120,52.61562,-2.04297
E02002121,52.61482,-1.99282
E02002122,52.60921,-1.98427
E02002123,52.60951,-2.03744
E02002124,52.60876,-1.92017
E02002125,52.60773,-1.95505
E02002126,52.60651,-2.00134
E02002127,52.5992,-1.98293
E02002128,52.59949,-2.03392
E02002129,52.59937,-2.04534
E02002130,52.59772,-2.00801
E02002131,52.5968,-1.92035
E02002132,52.59076,-2.02438
E02002133,52.59154,-1.97118
E02002134,52.58938,-2.05616
E02002135,52.58644,-2.00082
E02002136,52.58412,-2.04395
E02002137,52.58152,-1.88543
E02002138,52.58102,-1.96588
E02002139,52.57902,-1.97972
E02002140,52.57433,-2.00307
E02002141,52.5742,-1.89009
E02002142,52.57159,-2.02791
E02002143,52.57271,-1.98556
E02002144,52.57066,-1.94862
E02002145,52.56987,-2.03878
E02002146,52.56424,-1.9752
E02002147,52.56216,-2.04789
E02002148,52.55824,-1.90933
E02002149,52.62605,-2.11886
E02002150,52.62398,-2.13492
E02002151,52.62067,-2.15381
E02002152,52.61638,-2.10005
E02002153,52.61559,-2.0599
E02002154,52.61285,-2.13149
E02002155,52.61122,-2.11581
E02002156,52.60959,-2.09316
E02002157,52.60789,-2.15857
E02002158,52.60728,-2.0676
E02002159,52.60406,-2.11226
E02002160,52.60066,-2.07427
E02002161,52.59859,-2.14477
E02002162,52.59682,-2.17868
E02002163,52.59595,-2.10565
E02002164,52.59447,-2.13562
E02002165,52.59041,-2.14801
E02002166,52.58472,-2.09642
E02002167,52.58233,-2.18564
E02002168,52.57953,-2.14074
E02002169,52.57864,-2.16409
E02002170,52.57779,-2.06753
E02002171,52.57711,-2.0827
E02002174,52.57004,-2.15231
E02002175,52.56886,-2.06751
E02002176,52.56811,-2.17304
E02002177,52.56775,-2.09828
E02002178,52.56455,-2.13405
E02002179,52.56019,-2.16062
E02002180,52.55697,-2.11101
E02002181,52.55433,-2.06397
E02002182,52.55096,-2.10223
E02002183,53.94244,-1.87994
E02002184,53.92602,-1.81699
E02002185,53.91264,-1.7516
E02002187,53.89231,-1.74022
E02002188,53.87689,-1.87541
E02002189,53.8736,-1.91866
E02002190,53.87014,-1.90058
E02002191,53.86519,-1.92324
E02002192,53.85722,-1.82614
E02002193,53.85633,-1.91361
E02002194,53.85423,-1.92885
E02002195,53.85308,-1.77004
E02002196,53.84793,-1.95042
E02002197,53.84812,-1.8307
E02002198,53.84546,-1.7653
E02002199,53.84105,-1.7305
E02002200,53.83645,-1.79836
E02002201,53.83309,-1.72881
E02002202,53.83341,-1.78221
E02002203,53.83057,-1.76015
E02002204,53.82913,-1.84039
E02002205,53.82968,-1.94782
E02002206,53.82486,-1.74781
E02002207,53.82249,-1.77569
E02002208,53.82278,-1.72641
E02002209,53.81821,-1.71202
E02002210,53.81458,-1.74595
E02002211,53.81425,-1.78937
E02002212,53.81394,-1.81146
E02002213,53.81283,-1.89708
E02002214,53.81269,-1.7262
E02002215,53.8076,-1.7875
E02002216,53.80774,-1.77087
E02002217,53.80553,-1.73578
E02002218,53.80473,-1.8258
E02002219,53.80237,-1.78945
E02002220,53.80115,-1.715
E02002222,53.79798,-1.80808
E02002223,53.79926,-1.77854
E02002224,53.7956,-1.72331
E02002225,53.79229,-1.84727
E02002226,53.78783,-1.77574
E02002227,53.78424,-1.73854
E02002228,53.78535,-1.71695
E02002229,53.78176,-1.81645
E02002230,53.78061,-1.75798
E02002231,53.78006,-1.80114
E02002232,53.77759,-1.78653
E02002233,53.77754,-1.76774
E02002234,53.77548,-1.70897
E02002235,53.77418,-1.74938
E02002236,53.77063,-1.77798
E02002237,53.77067,-1.79788
E02002238,53.76759,-1.76588
E02002239,53.76661,-1.72522
E02002240,53.76645,-1.84988
E02002241,53.75973,-1.79065
E02002242,53.75811,-1.75938
E02002243,53.73986,-1.76759
E02002244,53.75875,-1.88599
E02002245,53.75224,-1.9065
E02002246,53.74664,-1.82394
E02002247,53.74409,-2.01676
E02002248,53.74312,-1.88896
E02002249,53.73745,-1.87839
E02002250,53.73085,-1.97496
E02002251,53.73051,-1.86191
E02002252,53.73011,-1.90597
E02002253,53.72552,-1.89114
E02002254,53.72492,-1.80816
E02002255,53.72395,-1.87569
E02002256,53.72018,-2.10467
E02002257,53.71813,-1.88415
E02002258,53.71946,-1.77949
E02002259,53.7138,-1.87519
E02002260,53.71237,-1.90713
E02002261,53.70924,-1.84695
E02002262,53.70953,-1.78734
E02002263,53.70625,-1.93375
E02002264,53.70519,-1.86307
E02002265,53.71037,-2.08803
E02002266,53.69405,-1.78247
E02002267,53.68905,-1.8
E02002268,53.68265,-1.83917
E02002269,53.68387,-1.86945
E02002270,53.6731,-1.94246
E02002271,53.75081,-1.69115
E02002272,53.73497,-1.65662
E02002273,53.73098,-1.74385
E02002274,53.73038,-1.68872
E02002275,53.72434,-1.71833
E02002276,53.72191,-1.65245
E02002277,53.71452,-1.61976
E02002278,53.71398,-1.7266
E02002279,53.7132,-1.68844
E02002280,53.71249,-1.64116
E02002281,53.71093,-1.66869
E02002282,53.70873,-1.65293
E02002283,53.70544,-1.63412
E02002284,53.70179,-1.61127
E02002285,53.70188,-1.69259
E02002286,53.69842,-1.65463
E02002287,53.6961,-1.63819
E02002288,53.68939,-1.60804
E02002289,53.68684,-1.64935
E02002290,53.68538,-1.68792
E02002291,53.68387,-1.70372
E02002292,53.67981,-1.75632
E02002293,53.68044,-1.66498
E02002294,53.6759,-1.63128
E02002295,53.67197,-1.76054
E02002296,53.67377,-1.69623
E02002297,53.66483,-1.79796
E02002298,53.66196,-1.62551
E02002299,53.66251,-1.77437
E02002300,53.66193,-1.83343
E02002301,53.65956,-1.78999
E02002302,53.65571,-1.7275
E02002303,53.65363,-1.81866
E02002304,53.65162,-1.80072
E02002305,53.65008,-1.76042
E02002306,53.64814,-1.85883
E02002307,53.64843,-1.74598
E02002308,53.64788,-1.83421
E02002309,53.64452,-1.80486
E02002310,53.64224,-1.74738
E02002311,53.64051,-1.84546
E02002312,53.63778,-1.77484
E02002313,53.63703,-1.79852
E02002314,53.63496,-1.74694
E02002315,53.63543,-1.83375
E02002316,53.63308,-1.69725
E02002317,53.63271,-1.8138
E02002318,53.62871,-1.78721
E02002319,53.62242,-1.87048
E02002320,53.61633,-1.80761
E02002321,53.61479,-1.7087
E02002322,53.60409,-1.92234
E02002323,53.60076,-1.79292
E02002324,53.59292,-1.64946
E02002325,53.59329,-1.85223
E02002326,53.59254,-1.70303
E02002327,53.57875,-1.64699
E02002328,53.56987,-1.80266
E02002329,53.57022,-1.76925
E02002330,53.93559,-1.39576
E02002331,53.93012,-1.37679
E02002332,53.91364,-1.69951
E02002333,53.90303,-1.69424
E02002334,53.89831,-1.35117
E02002335,53.89416,-1.44089
E02002336,53.8864,-1.6185
E02002337,53.87737,-1.72347
E02002338,53.87167,-1.71065
E02002339,53.86635,-1.6929
E02002340,53.8659,-1.68027
E02002341,53.85847,-1.55417
E02002342,53.85841,-1.62031
E02002343,53.85597,-1.68476
E02002344,53.85364,-1.52483
E02002345,53.85203,-1.58723
E02002346,53.85043,-1.62025
E02002347,53.84886,-1.55102
E02002348,53.84658,-1.60617
E02002349,53.84511,-1.50756
E02002350,53.84468,-1.64225
E02002351,53.84133,-1.44635
E02002352,53.84148,-1.53135
E02002353,53.84097,-1.51766
E02002354,53.83861,-1.54685
E02002356,53.83421,-1.65071
E02002357,53.83727,-1.62864
E02002358,53.8339,-1.45676
E02002359,53.83018,-1.38999
E02002360,53.83252,-1.56402
E02002361,53.82908,-1.51712
E02002362,53.82898,-1.612
E02002363,53.82848,-1.53551
E02002364,53.82533,-1.46671
E02002366,53.82302,-1.50088
E02002367,53.8245,-1.55094
E02002368,53.82267,-1.68031
E02002369,53.82143,-1.48154
E02002370,53.82036,-1.44507
E02002371,53.81747,-1.5304
E02002373,53.81895,-1.58225
E02002374,53.81677,-1.5955
E02002375,53.81705,-1.62132
E02002376,53.81535,-1.50173
E02002377,53.81575,-1.51916
E02002379,53.81391,-1.46628
E02002380,53.81487,-1.64019
E02002381,53.81443,-1.65576
E02002382,53.8115,-1.51201
E02002383,53.81127,-1.57142
E02002384,53.80922,-1.54568
E02002385,53.81009,-1.58158
E02002386,53.80818,-1.44292
E02002387,53.80898,-1.63443
E02002388,53.80907,-1.61524
E02002389,53.80804,-1.49262
E02002390,53.80678,-1.46739
E02002391,53.80727,-1.67189
E02002392,53.80379,-1.56228
E02002393,53.80391,-1.52447
E02002394,53.80482,-1.50863
E02002395,53.80306,-1.69134
E02002396,53.80001,-1.60886
E02002397,53.79975,-1.64766
E02002398,53.79739,-1.46205
E02002399,53.79703,-1.50222
E02002400,53.79649,-1.58388
E02002401,53.79451,-1.48232
E02002402,53.79526,-1.44239
E02002403,53.7929,-1.38774
E02002404,53.79305,-1.52206
E02002405,53.79321,-1.67854
E02002406,53.7897,-1.37235
E02002407,53.79151,-1.60961
E02002408,53.79081,-1.65842
E02002409,53.79351,-1.62408
E02002410,53.78878,-1.58933
E02002411,53.78349,-1.55982
E02002412,53.7812,-1.60112
E02002414,53.77963,-1.54909
E02002415,53.77421,-1.55024
E02002416,53.76888,-1.41468
E02002417,53.76771,-1.36094
E02002418,53.76962,-1.37541
E02002419,53.76938,-1.57272
E02002420,53.76846,-1.55933
E02002421,53.76644,-1.53025
E02002422,53.75945,-1.59311
E02002423,53.75698,-1.52472
E02002424,53.75421,-1.6107
E02002425,53.75418,-1.65405
E02002426,53.75391,-1.45208
E02002427,53.75208,-1.47965
E02002428,53.7495,-1.53221
E02002429,53.75076,-1.49186
E02002430,53.74486,-1.54956
E02002431,53.74542,-1.58797
E02002432,53.74068,-1.3958
E02002433,53.7415,-1.60083
E02002434,53.73584,-1.52257
E02002435,53.73699,-1.60568
E02002436,53.72585,-1.54754
E02002437,53.72432,-1.57248
E02002438,53.72819,-1.30873
E02002439,53.72351,-1.35146
E02002440,53.7211,-1.3205
E02002441,53.71817,-1.368
E02002442,53.7171,-1.33892
E02002443,53.71506,-1.4907
E02002444,53.7109,-1.47591
E02002445,53.70878,-1.50518
E02002446,53.70817,-1.42936
E02002447,53.7066,-1.24148
E02002448,53.70551,-1.26469
E02002449,53.70125,-1.2947
E02002450,53.70103,-1.40601
E02002451,53.701,-1.52462
E02002452,53.69383,-1.31299
E02002453,53.69286,-1.41882
E02002454,53.68765,-1.49452
E02002455,53.68717,-1.29714
E02002456,53.68684,-1.5131
E02002457,53.68719,-1.47981
E02002458,53.68832,-1.58361
E02002459,53.6848,-1.52724
E02002460,53.68136,-1.31443
E02002461,53.68978,-1.37808
E02002462,53.67734,-1.58072
E02002463,53.67484,-1.5331
E02002464,53.67403,-1.35594
E02002465,53.67125,-1.51565
E02002466,53.66915,-1.56506
E02002467,53.66776,-1.48415
E02002468,53.65999,-1.54874
E02002469,53.65665,-1.42618
E02002470,53.65273,-1.48557
E02002471,53.64412,-1.33532
E02002472,53.64755,-1.593
E02002473,53.64439,-1.52901
E02002474,53.6398,-1.51405
E02002475,53.64037,-1.47318
E02002476,53.6284,-1.37468
E02002477,53.62161,-1.41096
E02002478,53.61685,-1.27436
E02002479,53.61061,-1.35244
E02002480,53.59684,-1.30023
E02002481,53.59169,-1.28965
E02002482,53.59125,-1.32541
E02002483,54.71033,-1.24422
E02002484,54.70371,-1.21222
E02002485,54.69596,-1.22551
E02002489,54.68159,-1.21982
E02002490,54.67367,-1.21691
E02002491,54.67132,-1.23681
E02002492,54.66169,-1.22343
E02002493,54.65951,-1.19436
E02002494,54.65955,-1.24266
E02002496,54.56992,-1.22904
E02002497,54.56987,-1.20546
E02002498,54.56859,-1.24692
E02002499,54.56203,-1.20174
E02002500,54.56039,-1.2409
E02002501,54.56077,-1.22534
E02002502,54.55749,-1.18261
E02002503,54.55772,-1.2635
E02002504,54.55679,-1.25205
E02002505,54.55196,-1.2009
E02002506,54.55199,-1.22646
E02002507,54.54735,-1.24885
E02002508,54.54132,-1.25715
E02002509,54.54084,-1.21544
E02002510,54.53325,-1.26015
E02002512,54.52438,-1.19636
E02002513,54.52244,-1.24458
E02002514,54.5211,-1.21588
E02002515,54.61578,-1.06513
E02002516,54.6084,-1.07393
E02002517,54.6069,-1.08979
E02002518,54.60366,-1.05229
E02002519,54.5974,-1.0722
E02002520,54.59016,-1.02523
E02002521,54.58137,-0.97887
E02002523,54.57085,-1.14595
E02002524,54.56819,-0.93879
E02002525,54.56194,-1.13904
E02002526,54.56297,-0.9765
E02002527,54.55661,-0.89474
E02002529,54.552,-1.1542
E02002530,54.53933,-0.95074
E02002532,54.53659,-1.058
E02002533,54.52907,-1.07008
E02002534,54.52761,-1.05385
E02002535,54.62211,-1.28731
E02002536,54.61072,-1.29546
E02002537,54.61141,-1.27732
E02002538,54.59633,-1.29054
E02002539,54.61033,-1.35191
E02002540,54.59427,-1.32292
E02002541,54.58892,-1.31316
E02002542,54.58665,-1.33655
E02002543,54.58434,-1.35319
E02002544,54.58074,-1.30859
E02002545,54.57451,-1.36171
E02002546,54.57207,-1.32642
E02002547,54.56915,-1.34831
E02002549,54.56222,-1.36095
E02002550,54.55821,-1.33786
E02002551,54.55332,-1.3003
E02002552,54.54706,-1.29268
E02002553,54.54001,-1.29948
E02002554,54.53179,-1.29526
E02002555,54.52233,-1.35499
E02002556,54.51777,-1.30733
E02002558,54.49762,-1.35224
E02002559,54.55031,-1.58483
E02002560,54.55065,-1.54796
E02002561,54.54742,-1.52468
E02002562,54.54174,-1.55066
E02002563,54.54091,-1.52843
E02002564,54.53901,-1.58329
E02002567,54.52868,-1.53016
E02002568,54.52461,-1.57053
E02002569,54.52553,-1.58696
E02002570,54.51902,-1.53841
E02002571,54.51484,-1.52706
E02002572,54.51518,-1.55268
E02002573,54.51193,-1.47401
E02002574,53.38657,-2.72517
E02002575,53.38134,-2.74989
E02002576,53.37429,-2.71378
E02002577,53.37423,-2.77104
E02002578,53.37318,-2.73331
E02002579,53.36794,-2.76059
E02002580,53.3645,-2.73091
E02002581,53.35525,-2.77445
E02002582,53.33808,-2.66172
E02002583,53.33697,-2.68679
E02002584,53.33604,-2.71965
E02002585,53.33605,-2.7395
E02002586,53.32935,-2.70977
E02002587,53.32222,-2.66582
E02002588,53.32223,-2.68642
E02002589,53.31898,-2.71012
E02002590,53.45205,-2.52787
E02002591,53.44987,-2.51307
E02002592,53.43164,-2.64848
E02002593,53.42334,-2.5325
E02002594,53.42011,-2.5159
E02002595,53.41552,-2.58837
E02002596,53.41602,-2.55573
E02002597,53.41134,-2.57274
E02002598,53.40219,-2.64549
E02002599,53.40197,-2.62971
E02002600,53.40191,-2.58152
E02002601,53.40056,-2.55962
E02002602,53.40038,-2.60765
E02002603,53.39917,-2.53109
E02002604,53.39418,-2.66054
E02002605,53.38923,-2.63264
E02002606,53.38991,-2.58219
E02002607,53.38628,-2.60033
E02002608,53.3841,-2.6569
E02002609,53.38336,-2.55909
E02002610,53.38152,-2.47445
E02002611,53.37738,-2.54513
E02002612,53.3694,-2.5758
E02002613,53.35543,-2.55764
E02002614,53.35347,-2.57211
E02002615,53.76821,-2.4764
E02002616,53.75676,-2.50339
E02002617,53.75904,-2.46939
E02002618,53.75704,-2.48407
E02002619,53.74862,-2.50042
E02002620,53.74846,-2.48384
E02002621,53.74445,-2.46561
E02002622,53.74599,-2.44956
E02002623,53.73628,-2.49557
E02002624,53.72822,-2.52754
E02002625,53.73057,-2.47002
E02002626,53.72865,-2.50737
E02002627,53.72231,-2.48772
E02002628,53.70638,-2.48053
E02002629,53.69819,-2.45879
E02002630,53.69783,-2.47133
E02002631,53.68535,-2.45652
E02002632,53.65634,-2.41052
E02002633,53.86988,-3.03796
E02002634,53.85699,-3.02935
E02002635,53.85213,-3.0469
E02002636,53.84262,-3.0314
E02002637,53.83411,-3.04016
E02002638,53.83089,-3.0516
E02002639,53.83094,-3.01731
E02002640,53.82537,-3.04349
E02002641,53.82263,-3.02806
E02002642,53.8162,-3.04475
E02002643,53.81115,-3.03969
E02002644,53.80718,-3.02412
E02002645,53.80162,-3.05111
E02002646,53.80101,-3.00291
E02002647,53.80065,-3.03804
E02002648,53.79793,-3.02666
E02002649,53.78787,-3.04878
E02002650,53.78754,-3.02356
E02002651,53.78313,-3.0393
E02002653,53.7912,-0.32821
E02002654,53.78731,-0.38136
E02002655,53.78739,-0.31208
E02002656,53.78672,-0.35876
E02002657,53.78429,-0.33664
E02002658,53.78087,-0.30249
E02002659,53.78008,-0.37582
E02002660,53.77587,-0.261
E02002661,53.7748,-0.27289
E02002662,53.77367,-0.28805
E02002663,53.77227,-0.35923
E02002664,53.77128,-0.31031
E02002665,53.76673,-0.38136
E02002666,53.76427,-0.35307
E02002667,53.76164,-0.31755
E02002668,53.76226,-0.27397
E02002669,53.76092,-0.36258
E02002670,53.76055,-0.39758
E02002671,53.75831,-0.29193
E02002672,53.75702,-0.25588
E02002673,53.75631,-0.30301
E02002674,53.75508,-0.41056
E02002675,53.75418,-0.34947
E02002676,53.75322,-0.37074
E02002677,53.7496,-0.31533
E02002678,53.747,-0.38376
E02002679,53.74435,-0.39984
E02002680,53.74265,-0.34711
E02002681,53.73995,-0.36675
E02002682,53.73648,-0.38799
E02002684,54.1035,-0.19336
E02002685,54.09667,-0.18373
E02002686,54.09099,-0.21043
E02002687,54.08805,-0.19303
E02002688,54.08141,-0.19737
E02002689,54.0766,-0.32577
E02002691,53.99406,-0.46423
E02002692,53.98273,-0.90312
E02002693,53.94358,-0.26824
E02002694,53.93106,-0.77812
E02002695,53.90965,-0.16914
E02002696,53.88124,-0.47221
E02002697,53.87248,-0.31584
E02002698,53.86302,-0.66711
E02002699,53.85368,-0.43453
E02002700,53.84712,-0.42056
E02002701,53.84372,-0.80806
E02002702,53.84058,-0.42084
E02002703,53.82798,-0.43862
E02002704,53.79918,-0.20815
E02002705,53.78019,-0.43237
E02002706,53.77894,-0.39824
E02002707,53.77044,-0.60229
E02002708,53.77765,-0.4173
E02002709,53.7608,-0.70806
E02002710,53.75294,-0.43458
E02002711,53.75205,-0.45261
E02002712,53.74271,-0.19825
E02002714,53.72476,-0.08281
E02002715,53.73025,-0.56396
E02002716,53.72486,-0.17679
E02002717,53.72859,-0.43206
E02002718,53.73078,-0.49919
E02002719,53.72644,-0.44473
E02002720,53.72402,-0.86455
E02002721,53.72447,-0.84158
E02002722,53.72318,0.03335
E02002723,53.70691,-0.88117
E02002724,53.7061,-0.86833
E02002725,53.68906,-1.02502
E02002726,53.61437,-0.2155
E02002727,53.56912,-0.06832
E02002728,53.56879,-0.09545
E02002729,53.57121,-0.13021
E02002730,53.56911,-0.05067
E02002731,53.56639,-0.06238
E02002732,53.57335,-0.17028
E02002733,53.56394,-0.10159
E02002734,53.56293,-0.11609
E02002736,53.56008,-0.07374
E02002737,53.55946,-0.05793
E02002738,53.55507,-0.13262
E02002739,53.55355,-0.03193
E02002740,53.55374,-0.11321
E02002741,53.55428,-0.08501
E02002743,53.54857,-0.04452
E02002744,53.54749,-0.10484
E02002745,53.5343,-0.02225
E02002746,53.53572,-0.09937
E02002747,53.52623,-0.06402
E02002748,53.51495,-0.10694
E02002749,53.6838,-0.44193
E02002750,53.67934,-0.3693
E02002751,53.65703,-0.60226
E02002752,53.61781,-0.3274
E02002753,53.60378,-0.68687
E02002754,53.60576,-0.82389
E02002755,53.59835,-0.65582
E02002756,53.5933,-0.65859
E02002757,53.59032,-0.67276
E02002758,53.58249,-0.64396
E02002759,53.55935,-0.48379
E02002760,53.57616,-0.66905
E02002761,53.56959,-0.54985
E02002762,53.57093,-0.65372
E02002763,53.56715,-0.62987
E02002764,53.56714,-0.67713
E02002765,53.56324,-0.65684
E02002766,53.55906,-0.6381
E02002767,53.55346,-0.66168
E02002768,53.53218,-0.82625
E02002769,53.52956,-0.64816
E02002770,53.49372,-0.55518
E02002771,53.49087,-0.84019
E02002772,54.03407,-1.03868
E02002773,54.01633,-1.07246
E02002774,54.01341,-1.08341
E02002775,53.99276,-1.06928
E02002776,53.98482,-1.06226
E02002777,53.98292,-1.10267
E02002778,53.97909,-1.10793
E02002779,53.97095,-1.05307
E02002780,53.97341,-1.08798
